Transition level Intensity Analysis for interval:  2002 - 2006 
"","Annual Transition Size for Gain of High","Transition Intensity for Gain of  High","Uniform Transition Intensity","Transition Behavior for Gain of  High"
"Extremely Low","42077","0.000238119231460885","0.00353848101593474","Avoid"
"Low","273037","0.00237340072831623","0.00353848101593474","Avoid"
"Moderate","571605.75","0.0124032422304537","0.00353848101593474","Target"
"Very High","320913.5","0.0928949497551804","0.00353848101593474","Target"

"","Annual Transition Size for Gain of Very High","Transition Intensity for Gain of  Very High","Uniform Transition Intensity","Transition Behavior for Gain of  Very High"
"Extremely Low","10191.25","5.76736130813924e-05","0.000837784522865002","Avoid"
"Low","55854","0.000485516337636931","0.000837784522865002","Avoid"
"Moderate","71787.5","0.00155771307692181","0.000837784522865002","Target"
"High","162452.5","0.00788734931364852","0.000837784522865002","Target"

